region,marital,gender,longmon,tollmon,equipmon,cardmon,wiremon,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,custcat,churn
3,0,1,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,3.1,0,21.35,0,0,0,0,0,0,0,0,0,0,1,1,1
1,0,0,12.1,0,0,15.75,0,0,0,0,0,1,0,1,1,0,3,0
3,0,0,32.55,35.5,0,14.75,40.75,1,0,0,0,1,1,1,1,0,3,0
3,0,1,16.1,14,0,11.75,0,0,0,0,0,0,1,1,1,0,3,0
2,0,0,15.1,0,0,7.5,0,1,0,0,1,0,0,0,1,0,2,0
1,1,0,8.8,37.75,0,22,0,0,0,0,0,1,1,1,1,0,3,0
3,0,0,20.25,0,0,37.75,0,0,0,0,0,0,0,0,0,1,1,0
3,1,1,15.2,0,0,14.25,0,0,0,0,1,0,0,0,0,0,1,0
2,0,1,17.35,24.5,0,14.25,0,0,0,0,0,0,0,1,1,0,3,0
2,0,0,5.2,18.5,0,0,0,1,1,0,0,0,1,0,0,0,2,1
3,0,0,4.2,0,34.05,0,16.85,0,1,0,1,0,0,0,1,1,1,1
2,1,1,6,28,0,12.75,0,0,0,0,0,0,1,1,1,0,3,0
3,1,1,4.9,14.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,3.85,23.75,0,12.5,0,0,0,0,0,1,1,1,1,0,3,0
3,0,0,8.7,47.75,0,32.75,64,0,1,1,1,1,1,1,1,1,4,1
2,1,1,2.55,23.5,29.6,10.75,19.2,0,1,1,0,1,0,1,1,0,4,1
1,0,0,3.65,0,34.2,29,0,0,1,0,1,1,0,1,1,1,4,1
1,1,0,39,31.25,0,14.75,0,1,0,0,0,0,0,0,1,1,2,0
1,0,1,7.5,20.25,0,0,0,1,0,0,0,1,1,0,0,0,3,1
1,0,0,15,45.25,0,52.75,0,0,0,0,0,1,1,1,1,0,3,0
2,1,1,16.85,0,42.55,26.5,44.1,1,0,0,1,0,0,1,0,1,2,0
1,1,0,4.95,19,0,13.5,0,0,0,0,1,1,0,1,1,0,3,0
3,1,1,5.2,23.5,0,23.75,39.25,0,0,1,0,1,1,1,1,1,4,1
1,1,0,3.7,16.5,42.5,0,33.1,1,1,1,1,1,0,1,1,1,4,1
3,0,1,3,0,29.05,0,0,0,0,0,0,0,0,0,0,1,1,0
1,0,1,4.65,0,25.6,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,26.75,32,54.55,35.75,65.8,1,1,1,1,1,1,1,1,1,4,0
3,0,1,25.6,33.5,0,25.25,0,0,1,0,0,1,1,1,1,0,3,0
3,1,1,13.15,0,33.6,16.25,0,1,0,0,1,0,0,0,0,1,2,1
